itag	length	all	up	down
Solyc01g017420.1.1	1449	0	0	0
Solyc01g017430.1.1	330	0	0	0
Solyc01g017440.1.1	609	0	0	0
Solyc01g017460.1.1	156	0	0	0
Solyc01g017470.1.1	426	0	0	0
Solyc01g017480.1.1	384	1	0	1
Solyc01g017490.1.1	300	0	0	0
Solyc01g017500.1.1	228	0	0	0
Solyc01g017510.1.1	891	0	0	0
Solyc01g017520.1.1	249	0	0	0
Solyc01g017530.1.1	603	0	0	0
Solyc01g017630.1.1	342	0	0	0
Solyc01g017720.1.1	192	0	0	0
Solyc01g017740.1.1	294	0	0	0
Solyc01g018090.1.1	300	0	0	0
Solyc01g020130.2.1	624	0	0	0
Solyc01g020140.2.1	141	0	0	0
Solyc01g020150.2.1	93	0	0	0
Solyc01g020160.1.1	231	0	0	0
Solyc01g020170.1.1	915	0	0	0
Solyc01g020200.1.1	468	0	0	0
Solyc01g020220.1.1	909	1	0	1
Solyc01g020230.2.1	99	1	1	0
Solyc01g020240.2.1	954	0	0	0
Solyc01g020250.1.1	510	0	0	0
Solyc01g020290.1.1	165	0	0	0
Solyc01g020320.2.1	201	0	0	0
Solyc01g020340.1.1	1362	0	0	0
Solyc01g020440.2.1	1065	0	0	0
Solyc01g020460.1.1	789	0	0	0
Solyc01g020470.1.1	333	0	0	0
Solyc01g020520.2.1	1296	0	0	0
Solyc01g021640.2.1	1491	0	0	0
Solyc01g021670.2.1	528	0	0	0
Solyc01g022740.2.1	1314	0	0	0
Solyc01g022750.2.1	399	0	0	0
Solyc01g022770.1.1	108	1	0	1
Solyc01g022780.1.1	156	1	0	1
Solyc01g028800.1.1	2226	0	0	0
Solyc01g028810.2.1	1800	0	0	0
Solyc01g028830.2.1	1161	0	0	0
Solyc01g028860.2.1	2121	0	0	0
Solyc01g028870.2.1	876	1	0	1
Solyc01g028900.2.1	1077	0	0	0
Solyc01g028930.2.1	612	1	1	0
Solyc01g028970.1.1	1695	1	0	1
Solyc01g034000.1.1	2163	0	0	0
Solyc01g034020.2.1	921	0	0	0
Solyc01g034080.1.1	1413	0	0	0
Solyc01g034150.2.1	2142	0	0	0
Solyc01g034160.1.1	879	0	0	0
Solyc01g035220.1.1	186	0	0	0
Solyc01g044250.1.1	222	1	0	1
Solyc01g044270.2.1	2337	0	0	0
Solyc01g044290.1.1	2409	0	0	0
Solyc01g044350.2.1	894	0	0	0
Solyc01g044360.2.1	3336	0	0	0
Solyc01g044480.2.1	549	0	0	0
Solyc01g044490.2.1	195	0	0	0
Solyc01g047590.1.1	1215	0	0	0
Solyc01g048590.1.1	252	0	0	0
Solyc01g049650.2.1	1509	0	0	0
Solyc01g049680.2.1	540	0	0	0
Solyc01g049690.2.1	348	1	0	1
Solyc01g049700.2.1	735	1	0	1
Solyc01g049770.2.1	246	0	0	0
Solyc01g049810.2.1	1689	0	0	0
Solyc01g049880.2.1	192	0	0	0
Solyc01g049890.2.1	768	0	0	0
Solyc01g049900.2.1	1272	0	0	0
Solyc01g049960.2.1	294	0	0	0
Solyc01g050020.1.1	285	0	0	0
Solyc01g050040.2.1	879	0	0	0
Solyc01g050060.1.1	285	0	0	0
Solyc01g050070.2.1	663	0	0	0
Solyc01g056330.1.1	384	0	0	0
Solyc01g056340.2.1	1572	0	0	0
Solyc01g056470.1.1	552	0	0	0
Solyc01g056520.2.1	3159	0	0	0
Solyc01g056570.2.1	3219	0	0	0
Solyc01g056610.1.1	228	0	0	0
Solyc01g056620.2.1	867	0	0	0
Solyc01g056670.1.1	171	0	0	0
Solyc01g056690.2.1	1962	0	0	0
Solyc01g056720.2.1	651	0	0	0
Solyc01g056740.1.1	843	0	0	0
Solyc01g056750.1.1	633	0	0	0
Solyc01g056760.2.1	603	0	0	0
Solyc01g056770.1.1	207	1	0	1
Solyc01g056780.2.1	471	0	0	0
Solyc01g056790.2.1	552	0	0	0
Solyc01g056810.2.1	762	0	0	0
Solyc01g056830.2.1	276	0	0	0
Solyc01g056840.1.1	276	0	0	0
Solyc01g056850.2.1	1653	0	0	0
Solyc01g056870.1.1	294	0	0	0
Solyc01g056930.1.1	267	0	0	0
Solyc01g056940.2.1	471	0	0	0
Solyc01g056990.2.1	714	0	0	0
Solyc01g057020.2.1	528	0	0	0
Solyc01g057040.2.1	936	0	0	0
Solyc01g057090.2.1	1500	0	0	0
Solyc01g057100.1.1	273	0	0	0
Solyc01g057200.2.1	1413	0	0	0
Solyc01g057210.2.1	1119	0	0	0
Solyc01g057240.1.1	204	0	0	0
Solyc01g057270.2.1	2874	0	0	0
Solyc01g057310.2.1	4494	0	0	0
Solyc01g057320.1.1	2199	1	1	0
Solyc01g057330.1.1	387	0	0	0
Solyc01g057460.2.1	282	0	0	0
Solyc01g057520.2.1	3255	0	0	0
Solyc01g057530.1.1	312	0	0	0
Solyc01g057570.2.1	786	0	0	0
Solyc01g057580.1.1	1053	0	0	0
Solyc01g057640.1.1	171	0	0	0
Solyc01g057760.2.1	3666	0	0	0
Solyc01g057770.2.1	2142	0	0	0
Solyc01g057780.2.1	2625	0	0	0
Solyc01g057830.2.1	1239	1	0	1
Solyc01g057840.2.1	1737	0	0	0
Solyc01g057850.2.1	1767	0	0	0
Solyc01g057900.2.1	3093	0	0	0
Solyc01g058010.2.1	1521	0	0	0
Solyc01g058020.2.1	423	0	0	0
Solyc01g058030.1.1	654	0	0	0
Solyc01g058040.1.1	369	0	0	0
Solyc01g058140.2.1	1929	0	0	0
Solyc01g058160.2.1	1053	0	0	0
Solyc01g058170.2.1	693	0	0	0
Solyc01g058190.2.1	918	0	0	0
Solyc01g058220.1.1	375	0	0	0
Solyc01g058260.2.1	1440	0	0	0
Solyc01g058270.2.1	1641	0	0	0
Solyc01g058280.2.1	312	0	0	0
Solyc01g058320.2.1	840	1	0	1
Solyc01g058390.2.1	1503	0	0	0
Solyc01g058410.1.1	645	0	0	0
Solyc01g058430.1.1	1434	0	0	0
Solyc01g058450.2.1	2232	0	0	0
Solyc01g058470.1.1	195	0	0	0
Solyc01g058490.1.1	174	0	0	0
Solyc01g058500.2.1	207	0	0	0
Solyc01g058510.1.1	264	0	0	0
Solyc01g058520.2.1	999	0	0	0
Solyc01g058550.1.1	306	0	0	0
Solyc01g058670.2.1	723	0	0	0
Solyc01g058720.2.1	432	0	0	0
Solyc01g058730.2.1	2427	0	0	0
Solyc01g059830.2.1	798	0	0	0
Solyc01g059860.2.1	2283	0	0	0
Solyc01g059870.2.1	3396	1	0	1
Solyc01g059880.2.1	1827	0	0	0
Solyc01g059910.2.1	2319	0	0	0
Solyc01g059920.2.1	1995	0	0	0
Solyc01g059930.2.1	492	1	0	1
Solyc01g059970.1.1	1137	0	0	0
Solyc01g060030.2.1	798	0	0	0
Solyc01g060040.2.1	3063	0	0	0
Solyc01g060050.1.1	1827	0	0	0
Solyc01g060070.2.1	522	0	0	0
Solyc01g060080.2.1	2103	1	0	1
Solyc01g060090.1.1	477	0	0	0
Solyc01g060130.2.1	582	0	0	0
Solyc01g060140.2.1	2004	0	0	0
Solyc01g060150.2.1	462	0	0	0
Solyc01g060160.1.1	1014	0	0	0
Solyc01g060170.2.1	480	0	0	0
Solyc01g060180.2.1	1704	1	0	1
Solyc01g060190.1.1	969	0	0	0
Solyc01g060200.1.1	777	0	0	0
Solyc01g060210.2.1	570	0	0	0
Solyc01g060280.2.1	1548	1	1	0
Solyc01g060390.1.1	381	0	0	0
Solyc01g060410.2.1	2742	0	0	0
Solyc01g060470.2.1	1593	0	0	0
Solyc01g065490.2.1	960	0	0	0
Solyc01g065500.2.1	2979	0	0	0
Solyc01g065510.2.1	525	0	0	0
Solyc01g065530.2.1	1947	0	0	0
Solyc01g065540.2.1	2034	0	0	0
Solyc01g065550.2.1	654	1	0	1
Solyc01g065560.2.1	1176	0	0	0
Solyc01g065580.2.1	1863	0	0	0
Solyc01g065600.1.1	654	0	0	0
Solyc01g065610.1.1	327	0	0	0
Solyc01g065620.1.1	366	0	0	0
Solyc01g065630.1.1	189	0	0	0
Solyc01g065640.1.1	228	0	0	0
Solyc01g065710.2.1	351	0	0	0
Solyc01g065720.2.1	3321	0	0	0
Solyc01g065740.2.1	1524	0	0	0
Solyc01g065770.1.1	381	0	0	0
Solyc01g065780.1.1	198	0	0	0
Solyc01g065810.1.1	390	0	0	0
Solyc01g065840.2.1	1719	0	0	0
Solyc01g065980.2.1	765	1	0	1
Solyc01g066020.1.1	2466	0	0	0
Solyc01g066050.2.1	1602	0	0	0
Solyc01g066060.2.1	780	0	0	0
Solyc01g066180.1.1	831	0	0	0
Solyc01g066310.2.1	2487	0	0	0
Solyc01g066430.2.1	903	0	0	0
Solyc01g066440.2.1	555	0	0	0
Solyc01g066450.2.1	1008	1	1	0
Solyc01g066460.2.1	585	0	0	0
Solyc01g066480.2.1	780	0	0	0
Solyc01g066510.1.1	3360	0	0	0
Solyc01g066520.2.1	1518	1	0	1
Solyc01g066560.2.1	1488	0	0	0
Solyc01g066570.2.1	408	0	0	0
Solyc01g066590.2.1	360	0	0	0
Solyc01g066600.2.1	147	0	0	0
Solyc01g066610.2.1	4293	0	0	0
Solyc01g066620.2.1	2142	1	1	0
Solyc01g066640.2.1	1152	0	0	0
Solyc01g066690.2.1	1512	0	0	0
Solyc01g066720.2.1	294	0	0	0
Solyc01g066740.2.1	3966	0	0	0
Solyc01g066760.2.1	204	0	0	0
Solyc01g066770.2.1	1086	0	0	0
Solyc01g066820.2.1	2358	0	0	0
Solyc01g066830.2.1	1548	0	0	0
Solyc01g066840.2.1	249	0	0	0
Solyc01g066870.2.1	954	0	0	0
Solyc01g066900.2.1	447	0	0	0
Solyc01g066910.2.1	306	0	0	0
Solyc01g066940.2.1	666	0	0	0
Solyc01g067000.2.1	945	0	0	0
Solyc01g067010.2.1	1116	0	0	0
Solyc01g067030.2.1	1110	0	0	0
Solyc01g067040.1.1	2031	0	0	0
Solyc01g067070.2.1	996	0	0	0
Solyc01g067080.2.1	345	0	0	0
Solyc01g067090.2.1	2259	0	0	0
Solyc01g067100.2.1	2229	0	0	0
Solyc01g067180.2.1	351	0	0	0
Solyc01g067190.1.1	546	0	0	0
Solyc01g067200.1.1	579	0	0	0
Solyc01g067210.2.1	1710	0	0	0
Solyc01g067250.2.1	192	0	0	0
Solyc01g067260.2.1	630	0	0	0
Solyc01g067280.2.1	744	0	0	0
Solyc01g067290.2.1	1263	0	0	0
Solyc01g067360.2.1	804	0	0	0
Solyc01g067380.2.1	810	0	0	0
Solyc01g067390.2.1	3198	0	0	0
Solyc01g067400.2.1	1536	0	0	0
Solyc01g067480.2.1	1974	0	0	0
Solyc01g067490.2.1	1686	0	0	0
Solyc01g067500.2.1	1437	0	0	0
Solyc01g067510.2.1	1119	0	0	0
Solyc01g067530.2.1	2016	0	0	0
Solyc01g067550.2.1	1491	0	0	0
Solyc01g067560.2.1	3630	0	0	0
Solyc01g067570.2.1	666	0	0	0
Solyc01g067580.2.1	462	0	0	0
Solyc01g067590.2.1	1449	0	0	0
Solyc01g067600.2.1	4953	0	0	0
Solyc01g067610.2.1	234	0	0	0
Solyc01g067640.2.1	1743	0	0	0
Solyc01g067660.2.1	1608	0	0	0
Solyc01g067670.2.1	174	0	0	0
Solyc01g067680.2.1	750	0	0	0
Solyc01g067700.2.1	1104	0	0	0
Solyc01g067710.2.1	1614	0	0	0
Solyc01g067720.2.1	1245	0	0	0
Solyc01g067730.2.1	411	0	0	0
Solyc01g067740.2.1	459	0	0	0
Solyc01g067750.2.1	1638	0	0	0
Solyc01g067760.1.1	264	0	0	0
Solyc01g067790.2.1	3498	0	0	0
Solyc01g067800.2.1	1155	0	0	0
Solyc01g067830.2.1	600	0	0	0
Solyc01g067890.2.1	2160	1	0	1
Solyc01g067900.2.1	408	0	0	0
Solyc01g067930.2.1	633	0	0	0
Solyc01g067940.2.1	408	0	0	0
Solyc01g068000.2.1	1059	0	0	0
Solyc01g068020.2.1	714	0	0	0
Solyc01g068030.2.1	714	0	0	0
Solyc01g068050.2.1	1341	0	0	0
Solyc01g068060.2.1	360	0	0	0
Solyc01g068070.2.1	4149	0	0	0
Solyc01g068080.2.1	963	0	0	0
Solyc01g068090.1.1	306	0	0	0
Solyc01g068100.2.1	2985	0	0	0
Solyc01g068130.2.1	1458	0	0	0
Solyc01g068140.2.1	1398	1	0	1
Solyc01g068150.2.1	654	0	0	0
Solyc01g068160.2.1	1365	0	0	0
Solyc01g068170.2.1	1269	0	0	0
Solyc01g068180.2.1	2403	0	0	0
Solyc01g068190.2.1	267	0	0	0
Solyc01g068200.2.1	1578	0	0	0
Solyc01g068210.2.1	1905	1	0	1
Solyc01g068240.2.1	1602	1	1	0
Solyc01g068250.2.1	1251	0	0	0
Solyc01g068260.2.1	2952	0	0	0
Solyc01g068270.2.1	2154	0	0	0
Solyc01g068280.2.1	3648	0	0	0
Solyc01g068290.2.1	2124	0	0	0
Solyc01g068330.2.1	2466	0	0	0
Solyc01g068340.2.1	1548	0	0	0
Solyc01g068350.2.1	645	0	0	0
Solyc01g068360.2.1	2355	0	0	0
Solyc01g068370.2.1	1026	0	0	0
Solyc01g068390.2.1	2640	1	1	0
Solyc01g068400.2.1	231	0	0	0
Solyc01g068450.2.1	609	0	0	0
Solyc01g068460.2.1	2379	0	0	0
Solyc01g068470.2.1	1284	0	0	0
Solyc01g068480.2.1	4767	0	0	0
Solyc01g068490.2.1	2586	0	0	0
Solyc01g068500.2.1	2118	0	0	0
Solyc01g068510.1.1	513	0	0	0
Solyc01g068520.1.1	201	0	0	0
Solyc01g068530.2.1	453	0	0	0
Solyc01g068540.2.1	1308	0	0	0
Solyc01g068550.2.1	1059	0	0	0
Solyc01g068560.2.1	84	0	0	0
Solyc01g068580.2.1	867	0	0	0
Solyc01g068600.2.1	654	0	0	0
Solyc01g068610.2.1	3219	0	0	0
Solyc01g068620.2.1	873	0	0	0
Solyc01g068640.2.1	1815	0	0	0
Solyc01g073640.2.1	780	0	0	0
Solyc01g073650.2.1	939	0	0	0
Solyc01g073660.2.1	1368	0	0	0
Solyc01g073690.2.1	741	0	0	0
Solyc01g073700.2.1	1578	1	0	1
Solyc01g073730.2.1	1194	0	0	0
Solyc01g073740.2.1	1425	0	0	0
Solyc01g073750.2.1	5397	0	0	0
Solyc01g073760.2.1	141	0	0	0
Solyc01g073770.2.1	828	0	0	0
Solyc01g073870.2.1	1191	0	0	0
Solyc01g073900.2.1	588	0	0	0
Solyc01g073910.2.1	1098	0	0	0
Solyc01g073920.2.1	1029	0	0	0
Solyc01g073930.2.1	1077	0	0	0
Solyc01g073940.2.1	870	0	0	0
Solyc01g073950.2.1	2259	0	0	0
Solyc01g073960.2.1	1284	0	0	0
Solyc01g073970.2.1	411	0	0	0
Solyc01g073980.1.1	1020	0	0	0
Solyc01g074000.2.1	411	0	0	0
Solyc01g074010.2.1	2082	0	0	0
Solyc01g074020.2.1	1122	0	0	0
Solyc01g074030.2.1	1554	1	0	1
Solyc01g079060.2.1	633	0	0	0
Solyc01g079070.2.1	729	0	0	0
Solyc01g079080.2.1	2349	0	0	0
Solyc01g079090.2.1	1677	0	0	0
Solyc01g079100.2.1	1566	0	0	0
Solyc01g079110.2.1	411	0	0	0
Solyc01g079130.1.1	1419	0	0	0
Solyc01g079210.2.1	1356	0	0	0
Solyc01g079220.2.1	657	1	0	1
Solyc01g079230.2.1	2772	0	0	0
Solyc01g079240.2.1	1992	0	0	0
Solyc01g079250.2.1	2172	0	0	0
Solyc01g079260.2.1	963	0	0	0
Solyc01g079310.2.1	1083	0	0	0
Solyc01g079320.2.1	1458	0	0	0
Solyc01g079330.2.1	2325	0	0	0
Solyc01g079340.2.1	2199	0	0	0
Solyc01g079350.2.1	1620	0	0	0
Solyc01g079360.2.1	723	0	0	0
Solyc01g079370.2.1	2535	0	0	0
Solyc01g079390.2.1	2490	1	0	1
Solyc01g079400.2.1	1626	0	0	0
Solyc01g079410.2.1	981	0	0	0
Solyc01g079420.2.1	402	0	0	0
Solyc01g079430.2.1	1332	0	0	0
Solyc01g079450.2.1	2937	0	0	0
Solyc01g079480.2.1	435	0	0	0
Solyc01g079490.2.1	2334	0	0	0
Solyc01g079500.2.1	2157	0	0	0
Solyc01g079510.2.1	5004	0	0	0
Solyc01g079520.2.1	3939	0	0	0
Solyc01g079530.2.1	666	0	0	0
Solyc01g079540.2.1	582	0	0	0
Solyc01g079570.2.1	2325	0	0	0
Solyc01g079580.2.1	1851	0	0	0
Solyc01g079590.2.1	642	0	0	0
Solyc01g079600.2.1	2196	0	0	0
Solyc01g079610.2.1	1038	0	0	0
Solyc01g079620.2.1	1017	0	0	0
Solyc01g079630.2.1	1128	0	0	0
Solyc01g079640.2.1	834	0	0	0
Solyc01g079650.2.1	1689	0	0	0
Solyc01g079680.2.1	1653	0	0	0
Solyc01g079690.2.1	2988	0	0	0
Solyc01g079700.2.1	456	0	0	0
Solyc01g079710.2.1	1083	0	0	0
Solyc01g079720.2.1	1794	0	0	0
Solyc01g079740.2.1	942	0	0	0
Solyc01g079750.2.1	2067	0	0	0
Solyc01g079760.2.1	963	0	0	0
Solyc01g079770.2.1	861	0	0	0
Solyc01g079780.2.1	585	0	0	0
Solyc01g079790.2.1	1548	0	0	0
Solyc01g079800.2.1	1380	0	0	0
Solyc01g079810.2.1	1062	1	1	0
Solyc01g079820.2.1	573	0	0	0
Solyc01g079830.2.1	390	0	0	0
Solyc01g079840.2.1	1347	0	0	0
Solyc01g079850.2.1	1356	0	0	0
Solyc01g079860.2.1	969	1	0	1
Solyc01g079870.2.1	777	0	0	0
Solyc01g079880.2.1	711	1	0	1
Solyc01g079930.1.1	1302	0	0	0
Solyc01g079950.2.1	1287	0	0	0
Solyc01g079960.2.1	1326	0	0	0
Solyc01g079980.2.1	1314	0	0	0
Solyc01g080010.2.1	1317	0	0	0
Solyc01g080020.2.1	1254	0	0	0
Solyc01g080070.2.1	1278	0	0	0
Solyc01g080080.2.1	471	0	0	0
Solyc01g080090.2.1	516	0	0	0
Solyc01g080110.2.1	825	0	0	0
Solyc01g080130.2.1	1848	0	0	0
Solyc01g080140.2.1	1029	0	0	0
Solyc01g080160.2.1	1506	0	0	0
Solyc01g080170.2.1	1263	0	0	0
Solyc01g080180.2.1	714	0	0	0
Solyc01g080190.2.1	2103	1	1	0
Solyc01g080200.2.1	3957	0	0	0
Solyc01g080210.2.1	1023	0	0	0
Solyc01g080240.2.1	1698	0	0	0
Solyc01g080250.2.1	1224	0	0	0
Solyc01g080270.2.1	1707	0	0	0
Solyc01g080280.2.1	1299	0	0	0
Solyc01g080290.2.1	495	0	0	0
Solyc01g080300.2.1	1158	0	0	0
Solyc01g080310.2.1	1989	0	0	0
Solyc01g080330.2.1	741	0	0	0
Solyc01g080340.2.1	1275	0	0	0
Solyc01g080350.2.1	1023	0	0	0
Solyc01g080360.2.1	1878	0	0	0
Solyc01g080370.2.1	1143	0	0	0
Solyc01g080400.2.1	1245	0	0	0
Solyc01g080430.2.1	2574	0	0	0
Solyc01g080450.2.1	1653	0	0	0
Solyc01g080460.2.1	2898	0	0	0
Solyc01g080470.2.1	666	0	0	0
Solyc01g080500.2.1	639	0	0	0
Solyc01g080510.2.1	990	0	0	0
Solyc01g080530.2.1	888	0	0	0
Solyc01g080540.2.1	456	0	0	0
Solyc01g080570.2.1	2625	0	0	0
Solyc01g080580.2.1	2433	0	0	0
Solyc01g080590.2.1	261	0	0	0
Solyc01g080600.2.1	411	0	0	0
Solyc01g080620.2.1	2664	0	0	0
Solyc01g080640.2.1	4497	1	0	1
Solyc01g080650.2.1	174	0	0	0
Solyc01g080660.2.1	501	0	0	0
Solyc01g080670.2.1	2283	0	0	0
Solyc01g080690.2.1	1410	0	0	0
Solyc01g080700.2.1	2406	0	0	0
Solyc01g080720.2.1	2781	0	0	0
Solyc01g080750.2.1	891	0	0	0
Solyc01g080760.2.1	1998	0	0	0
Solyc01g080770.2.1	2883	0	0	0
Solyc01g080780.2.1	3309	0	0	0
Solyc01g080790.2.1	681	0	0	0
Solyc01g080810.2.1	3333	0	0	0
Solyc01g080830.2.1	543	0	0	0
Solyc01g080840.2.1	3057	0	0	0
Solyc01g080850.2.1	2628	0	0	0
Solyc01g080860.2.1	1323	0	0	0
Solyc01g080880.2.1	1479	0	0	0
Solyc01g080890.2.1	246	0	0	0
Solyc01g080900.2.1	1494	0	0	0
Solyc01g080910.2.1	993	0	0	0
Solyc01g080930.2.1	1152	1	0	1
Solyc01g080940.2.1	1008	0	0	0
Solyc01g081000.2.1	954	0	0	0
Solyc01g081010.2.1	2091	0	0	0
Solyc01g081020.1.1	1875	0	0	0
Solyc01g081030.2.1	1857	0	0	0
Solyc01g081050.2.1	3621	0	0	0
Solyc01g081070.2.1	2295	0	0	0
Solyc01g081110.2.1	1824	0	0	0
Solyc01g081120.2.1	411	1	1	0
Solyc01g081150.2.1	435	0	0	0
Solyc01g081190.2.1	501	0	0	0
Solyc01g081200.2.1	375	0	0	0
Solyc01g081210.2.1	1185	0	0	0
Solyc01g081240.2.1	2022	0	0	0
Solyc01g081250.2.1	0	1	0	1
Solyc01g081290.2.1	4041	0	0	0
Solyc01g081300.2.1	1188	0	0	0
Solyc01g081310.2.1	678	0	0	0
Solyc01g081320.2.1	1557	0	0	0
Solyc01g081330.2.1	1305	1	1	0
Solyc01g081340.2.1	1086	0	0	0
Solyc01g081380.2.1	996	0	0	0
Solyc01g081390.2.1	1269	0	0	0
Solyc01g081400.2.1	504	0	0	0
Solyc01g081410.2.1	1347	0	0	0
Solyc01g081420.1.1	660	0	0	0
Solyc01g081430.2.1	5844	0	0	0
Solyc01g081440.2.1	1293	0	0	0
Solyc01g081460.2.1	942	0	0	0
Solyc01g081470.2.1	879	0	0	0
Solyc01g081480.2.1	969	0	0	0
Solyc01g081490.2.1	1842	0	0	0
Solyc01g081500.2.1	1200	0	0	0
Solyc01g081510.2.1	909	0	0	0
Solyc01g081520.2.1	1824	0	0	0
Solyc01g081540.2.1	4704	1	0	1
Solyc01g081560.2.1	3117	0	0	0
Solyc01g081570.2.1	1278	0	0	0
Solyc01g081610.2.1	1728	0	0	0
Solyc01g081640.2.1	1884	0	0	0
Solyc01g086640.2.1	1650	0	0	0
Solyc01g086650.2.1	1131	0	0	0
Solyc01g086690.2.1	2007	0	0	0
Solyc01g086710.2.1	3291	0	0	0
Solyc01g086740.2.1	1332	0	0	0
Solyc01g086750.2.1	4269	0	0	0
Solyc01g086800.2.1	258	0	0	0
Solyc01g086820.2.1	411	0	0	0
Solyc01g086850.2.1	678	0	0	0
Solyc01g086860.2.1	303	0	0	0
Solyc01g086870.2.1	1224	1	0	1
Solyc01g086880.1.1	405	0	0	0
Solyc01g086890.2.1	1308	0	0	0
Solyc01g086900.2.1	777	0	0	0
Solyc01g086910.2.1	249	0	0	0
Solyc01g086920.2.1	495	0	0	0
Solyc01g086930.2.1	1914	0	0	0
Solyc01g086940.2.1	876	0	0	0
Solyc01g086950.2.1	684	0	0	0
Solyc01g086960.2.1	567	0	0	0
Solyc01g086970.2.1	417	0	0	0
Solyc01g086980.2.1	2016	0	0	0
Solyc01g086990.2.1	2751	0	0	0
Solyc01g087000.2.1	207	0	0	0
Solyc01g087010.2.1	801	0	0	0
Solyc01g087030.2.1	1083	0	0	0
Solyc01g087040.2.1	726	0	0	0
Solyc01g087050.2.1	897	0	0	0
Solyc01g087060.2.1	1113	0	0	0
Solyc01g087080.2.1	1101	0	0	0
Solyc01g087090.2.1	204	0	0	0
Solyc01g087120.2.1	720	0	0	0
Solyc01g087140.2.1	1083	0	0	0
Solyc01g087150.2.1	1578	0	0	0
Solyc01g087160.2.1	273	0	0	0
Solyc01g087170.2.1	1317	0	0	0
Solyc01g087190.2.1	666	0	0	0
Solyc01g087200.2.1	2643	0	0	0
Solyc01g087210.2.1	3252	0	0	0
Solyc01g087230.2.1	1236	0	0	0
Solyc01g087240.2.1	912	0	0	0
Solyc01g087250.2.1	1638	1	0	1
Solyc01g087260.2.1	1638	1	0	1
Solyc01g087290.2.1	1320	0	0	0
Solyc01g087300.2.1	1119	0	0	0
Solyc01g087310.2.1	2895	0	0	0
Solyc01g087330.2.1	153	0	0	0
Solyc01g087340.2.1	243	0	0	0
Solyc01g087360.1.1	543	0	0	0
Solyc01g087370.2.1	762	0	0	0
Solyc01g087380.2.1	768	0	0	0
Solyc01g087390.2.1	1026	0	0	0
Solyc01g087400.2.1	1524	0	0	0
Solyc01g087410.2.1	1320	0	0	0
Solyc01g087420.2.1	2154	0	0	0
Solyc01g087430.2.1	2664	0	0	0
Solyc01g087450.2.1	2544	0	0	0
Solyc01g087470.2.1	978	0	0	0
Solyc01g087480.1.1	267	0	0	0
Solyc01g087490.2.1	1719	0	0	0
Solyc01g087500.2.1	4437	0	0	0
Solyc01g087520.2.1	516	0	0	0
Solyc01g087530.2.1	1788	0	0	0
Solyc01g087540.2.1	1104	0	0	0
Solyc01g087550.2.1	690	0	0	0
Solyc01g087560.2.1	1041	0	0	0
Solyc01g087570.2.1	270	0	0	0
Solyc01g087590.2.1	1494	0	0	0
Solyc01g087600.2.1	2280	0	0	0
Solyc01g087610.2.1	2424	0	0	0
Solyc01g087620.2.1	99	0	0	0
Solyc01g087640.2.1	987	0	0	0
Solyc01g087650.2.1	1731	0	0	0
Solyc01g087660.2.1	285	0	0	0
Solyc01g087670.2.1	2724	0	0	0
Solyc01g087680.2.1	816	1	0	1
Solyc01g087720.2.1	3153	0	0	0
Solyc01g087730.2.1	1017	0	0	0
Solyc01g087740.1.1	2310	0	0	0
Solyc01g087750.2.1	1143	1	0	1
Solyc01g087770.2.1	1167	0	0	0
Solyc01g087780.2.1	2340	0	0	0
Solyc01g087790.2.1	2340	0	0	0
Solyc01g087850.2.1	2286	0	0	0
Solyc01g087860.2.1	516	0	0	0
Solyc01g087870.2.1	2034	0	0	0
Solyc01g087880.2.1	282	0	0	0
Solyc01g087890.2.1	1767	0	0	0
Solyc01g087900.2.1	570	0	0	0
Solyc01g087910.2.1	1329	0	0	0
Solyc01g087920.1.1	1560	0	0	0
Solyc01g087990.2.1	816	0	0	0
Solyc01g088000.2.1	789	0	0	0
Solyc01g088020.2.1	3375	0	0	0
Solyc01g088030.2.1	603	0	0	0
Solyc01g088040.2.1	150	0	0	0
Solyc01g088050.2.1	1437	0	0	0
Solyc01g088060.2.1	2574	0	0	0
Solyc01g088070.2.1	498	0	0	0
Solyc01g088080.2.1	1626	0	0	0
Solyc01g088090.2.1	1539	0	0	0
Solyc01g088100.2.1	2196	0	0	0
Solyc01g088130.2.1	495	0	0	0
Solyc01g088140.2.1	531	0	0	0
Solyc01g088150.2.1	1395	0	0	0
Solyc01g088170.2.1	4104	0	0	0
Solyc01g088230.2.1	852	0	0	0
Solyc01g088240.2.1	924	0	0	0
Solyc01g088250.2.1	1377	0	0	0
Solyc01g088310.2.1	1356	0	0	0
Solyc01g088350.2.1	519	0	0	0
Solyc01g088360.2.1	1656	0	0	0
Solyc01g088370.2.1	2154	0	0	0
Solyc01g088380.1.1	4287	0	0	0
Solyc01g088390.2.1	1197	0	0	0
Solyc01g088400.2.1	1887	0	0	0
Solyc01g088410.2.1	939	0	0	0
Solyc01g088430.2.1	1878	0	0	0
Solyc01g088470.2.1	438	0	0	0
Solyc01g088480.2.1	630	0	0	0
Solyc01g088490.2.1	1002	0	0	0
Solyc01g088500.2.1	906	0	0	0
Solyc01g088510.2.1	1539	0	0	0
Solyc01g088520.2.1	174	0	0	0
Solyc01g088530.2.1	927	0	0	0
Solyc01g088550.2.1	1095	0	0	0
Solyc01g088560.2.1	627	0	0	0
Solyc01g088570.2.1	369	0	0	0
Solyc01g088600.2.1	1377	0	0	0
Solyc01g088610.2.1	408	0	0	0
Solyc01g088620.2.1	699	0	0	0
