itag	up	down	all	length
598	Solyc01g011090.2.1	0	0	0	750
599	Solyc01g011100.2.1	0	0	0	3018
600	Solyc01g011200.2.1	0	0	0	567
601	Solyc01g011340.2.1	0	0	0	921
602	Solyc01g011350.2.1	0	0	0	918
603	Solyc01g011410.1.1	0	0	0	222
604	Solyc01g011480.1.1	0	1	1	258
605	Solyc01g011510.2.1	0	0	0	1503
606	Solyc01g014080.1.1	0	0	0	318
607	Solyc01g014110.2.1	0	0	0	231
608	Solyc01g014120.2.1	0	0	0	1032
609	Solyc01g014180.2.1	0	0	0	516
610	Solyc01g014200.1.1	0	0	0	174
611	Solyc01g014230.2.1	0	0	0	2436
612	Solyc01g014250.2.1	0	0	0	159
613	Solyc01g014280.2.1	0	0	0	960
614	Solyc01g014290.1.1	0	0	0	438
615	Solyc01g014470.1.1	0	0	0	432
616	Solyc01g014480.2.1	0	0	0	2028
617	Solyc01g014490.2.1	0	0	0	2019
618	Solyc01g014500.1.1	0	0	0	588
619	Solyc01g014560.2.1	0	0	0	1245
620	Solyc01g014620.1.1	0	0	0	375
621	Solyc01g014850.2.1	0	0	0	753
622	Solyc01g014990.1.1	0	0	0	585
623	Solyc01g015000.2.1	0	0	0	639
624	Solyc01g015020.2.1	0	0	0	1464
625	Solyc01g015140.1.1	0	0	0	264
626	Solyc01g015220.1.1	0	0	0	486
627	Solyc01g016330.1.1	0	0	0	879
628	Solyc01g016410.2.1	0	0	0	714
629	Solyc01g016470.2.1	0	0	0	156
630	Solyc01g016550.1.1	0	0	0	258
631	Solyc01g016560.1.1	0	0	0	375
632	Solyc01g016570.1.1	0	0	0	567
633	Solyc01g016630.1.1	0	0	0	474
634	Solyc01g016710.1.1	0	0	0	573
635	Solyc01g016950.1.1	0	0	0	891
636	Solyc01g017050.1.1	0	0	0	318
637	Solyc01g017070.1.1	0	0	0	303
638	Solyc01g017080.1.1	0	0	0	735
639	Solyc01g017090.2.1	0	0	0	591
640	Solyc01g017100.1.1	0	0	0	369
641	Solyc01g017110.1.1	0	0	0	1170
642	Solyc01g017130.1.1	0	0	0	231
643	Solyc01g017140.1.1	0	0	0	1014
644	Solyc01g017170.1.1	0	0	0	414
645	Solyc01g017200.1.1	0	0	0	342
646	Solyc01g017220.1.1	0	0	0	291
647	Solyc01g017230.1.1	0	0	0	627
648	Solyc01g017240.1.1	0	0	0	357
649	Solyc01g017250.1.1	0	0	0	348
650	Solyc01g017270.1.1	0	0	0	189
651	Solyc01g017300.1.1	0	0	0	837
652	Solyc01g017320.1.1	0	1	1	207
653	Solyc01g017330.1.1	0	1	1	417
654	Solyc01g017340.1.1	0	0	0	699
655	Solyc01g017350.1.1	0	1	1	441
656	Solyc01g017360.1.1	0	0	0	282
657	Solyc01g017370.1.1	0	0	0	498
658	Solyc01g017380.1.1	0	0	0	258
659	Solyc01g017390.1.1	0	0	0	186
660	Solyc01g017400.1.1	0	0	0	654
661	Solyc01g017420.1.1	0	0	0	1449
662	Solyc01g017430.1.1	0	0	0	330
663	Solyc01g017440.1.1	0	0	0	609
664	Solyc01g017460.1.1	0	0	0	156
665	Solyc01g017470.1.1	0	1	1	426
666	Solyc01g017480.1.1	0	1	1	384
667	Solyc01g017490.1.1	0	0	0	300
668	Solyc01g017500.1.1	0	0	0	228
669	Solyc01g017510.1.1	0	0	0	891
670	Solyc01g017520.1.1	0	0	0	249
671	Solyc01g017530.1.1	0	1	1	603
672	Solyc01g017630.1.1	0	0	0	342
673	Solyc01g017720.1.1	0	0	0	192
674	Solyc01g017740.1.1	0	0	0	294
675	Solyc01g018090.1.1	0	0	0	300
676	Solyc01g020130.2.1	0	0	0	624
677	Solyc01g020140.2.1	0	0	0	141
678	Solyc01g020150.2.1	0	0	0	93
679	Solyc01g020160.1.1	0	0	0	231
680	Solyc01g020170.1.1	0	0	0	915
681	Solyc01g020200.1.1	0	0	0	468
682	Solyc01g020220.1.1	0	0	0	909
683	Solyc01g020230.2.1	0	0	0	99
684	Solyc01g020240.2.1	0	0	0	954
685	Solyc01g020250.1.1	0	0	0	510
686	Solyc01g020290.1.1	0	0	0	165
687	Solyc01g020320.2.1	0	0	0	201
688	Solyc01g020340.1.1	0	0	0	1362
689	Solyc01g020440.2.1	0	0	0	1065
690	Solyc01g020460.1.1	0	0	0	789
691	Solyc01g020470.1.1	0	0	0	333
692	Solyc01g020520.2.1	0	0	0	1296
693	Solyc01g021640.2.1	0	0	0	1491
694	Solyc01g021670.2.1	0	0	0	528
695	Solyc01g022740.2.1	0	0	0	1314
696	Solyc01g022750.2.1	0	0	0	399
697	Solyc01g022770.1.1	0	0	0	108
698	Solyc01g022780.1.1	0	0	0	156
699	Solyc01g028800.1.1	0	0	0	2226
700	Solyc01g028810.2.1	0	0	0	1800
701	Solyc01g028830.2.1	0	0	0	1161
702	Solyc01g028860.2.1	0	0	0	2121
703	Solyc01g028870.2.1	0	0	0	876
704	Solyc01g028900.2.1	0	0	0	1077
705	Solyc01g028930.2.1	0	0	0	612
706	Solyc01g028970.1.1	0	0	0	1695
707	Solyc01g034000.1.1	0	0	0	2163
708	Solyc01g034020.2.1	0	1	1	921
709	Solyc01g034080.1.1	0	0	0	1413
710	Solyc01g034150.2.1	0	0	0	2142
711	Solyc01g034160.1.1	0	0	0	879
712	Solyc01g035220.1.1	0	0	0	186
713	Solyc01g044250.1.1	0	1	1	222
714	Solyc01g044270.2.1	0	0	0	2337
715	Solyc01g044290.1.1	0	0	0	2409
716	Solyc01g044350.2.1	0	0	0	894
717	Solyc01g044360.2.1	0	1	1	3336
718	Solyc01g044480.2.1	0	0	0	549
719	Solyc01g044490.2.1	0	0	0	195
720	Solyc01g047590.1.1	0	0	0	1215
721	Solyc01g048590.1.1	0	0	0	252
722	Solyc01g049650.2.1	0	0	0	1509
723	Solyc01g049680.2.1	0	0	0	540
724	Solyc01g049690.2.1	0	0	0	348
725	Solyc01g049700.2.1	0	0	0	735
726	Solyc01g049770.2.1	0	0	0	246
727	Solyc01g049810.2.1	0	0	0	1689
728	Solyc01g049880.2.1	0	0	0	192
729	Solyc01g049890.2.1	0	0	0	768
730	Solyc01g049900.2.1	0	0	0	1272
731	Solyc01g049960.2.1	0	0	0	294
732	Solyc01g050020.1.1	0	0	0	285
733	Solyc01g050040.2.1	0	0	0	879
734	Solyc01g050060.1.1	0	0	0	285
735	Solyc01g050070.2.1	0	0	0	663
736	Solyc01g056330.1.1	0	0	0	384
737	Solyc01g056340.2.1	0	0	0	1572
738	Solyc01g056470.1.1	0	0	0	552
739	Solyc01g056520.2.1	0	0	0	3159
740	Solyc01g056570.2.1	0	0	0	3219
741	Solyc01g056610.1.1	0	0	0	228
742	Solyc01g056620.2.1	0	0	0	867
743	Solyc01g056670.1.1	0	1	1	171
744	Solyc01g056690.2.1	0	0	0	1962
745	Solyc01g056720.2.1	0	0	0	651
746	Solyc01g056740.1.1	0	0	0	843
747	Solyc01g056750.1.1	0	0	0	633
748	Solyc01g056760.2.1	0	0	0	603
749	Solyc01g056770.1.1	0	0	0	207
750	Solyc01g056780.2.1	0	0	0	471
751	Solyc01g056790.2.1	0	0	0	552
752	Solyc01g056810.2.1	0	0	0	762
753	Solyc01g056830.2.1	0	0	0	276
754	Solyc01g056840.1.1	0	0	0	276
755	Solyc01g056850.2.1	1	0	1	1653
756	Solyc01g056870.1.1	0	0	0	294
757	Solyc01g056930.1.1	0	0	0	267
758	Solyc01g056940.2.1	0	0	0	471
759	Solyc01g056990.2.1	0	0	0	714
760	Solyc01g057020.2.1	0	0	0	528
761	Solyc01g057040.2.1	0	0	0	936
762	Solyc01g057090.2.1	0	0	0	1500
763	Solyc01g057100.1.1	0	0	0	273
764	Solyc01g057200.2.1	0	0	0	1413
765	Solyc01g057210.2.1	0	0	0	1119
766	Solyc01g057240.1.1	0	0	0	204
767	Solyc01g057270.2.1	0	0	0	2874
768	Solyc01g057310.2.1	0	0	0	4494
769	Solyc01g057320.1.1	0	0	0	2199
770	Solyc01g057330.1.1	0	0	0	387
771	Solyc01g057460.2.1	0	0	0	282
772	Solyc01g057520.2.1	0	0	0	3255
773	Solyc01g057530.1.1	0	0	0	312
774	Solyc01g057570.2.1	0	0	0	786
775	Solyc01g057580.1.1	0	0	0	1053
776	Solyc01g057640.1.1	0	0	0	171
777	Solyc01g057760.2.1	0	0	0	3666
778	Solyc01g057770.2.1	1	0	1	2142
779	Solyc01g057780.2.1	0	0	0	2625
780	Solyc01g057830.2.1	0	0	0	1239
781	Solyc01g057840.2.1	0	0	0	1737
782	Solyc01g057850.2.1	0	0	0	1767
783	Solyc01g057900.2.1	0	0	0	3093
784	Solyc01g058010.2.1	0	0	0	1521
785	Solyc01g058020.2.1	0	0	0	423
786	Solyc01g058030.1.1	0	0	0	654
787	Solyc01g058040.1.1	0	0	0	369
788	Solyc01g058140.2.1	0	0	0	1929
789	Solyc01g058160.2.1	0	0	0	1053
790	Solyc01g058170.2.1	0	0	0	693
791	Solyc01g058190.2.1	0	0	0	918
792	Solyc01g058220.1.1	0	0	0	375
793	Solyc01g058260.2.1	0	1	1	1440
794	Solyc01g058270.2.1	0	0	0	1641
795	Solyc01g058280.2.1	0	0	0	312
796	Solyc01g058320.2.1	0	0	0	840
797	Solyc01g058390.2.1	0	0	0	1503
798	Solyc01g058410.1.1	0	0	0	645
799	Solyc01g058430.1.1	0	0	0	1434
800	Solyc01g058450.2.1	0	0	0	2232
801	Solyc01g058470.1.1	0	0	0	195
802	Solyc01g058490.1.1	0	0	0	174
803	Solyc01g058500.2.1	0	0	0	207
804	Solyc01g058510.1.1	0	0	0	264
805	Solyc01g058520.2.1	0	0	0	999
806	Solyc01g058550.1.1	0	0	0	306
807	Solyc01g058670.2.1	0	0	0	723
808	Solyc01g058720.2.1	0	0	0	432
809	Solyc01g058730.2.1	0	0	0	2427
810	Solyc01g059830.2.1	0	0	0	798
811	Solyc01g059860.2.1	0	0	0	2283
812	Solyc01g059870.2.1	0	0	0	3396
813	Solyc01g059880.2.1	0	0	0	1827
814	Solyc01g059910.2.1	0	0	0	2319
815	Solyc01g059920.2.1	0	0	0	1995
816	Solyc01g059930.2.1	0	0	0	492
817	Solyc01g059970.1.1	0	0	0	1137
818	Solyc01g060030.2.1	0	0	0	798
819	Solyc01g060040.2.1	0	0	0	3063
820	Solyc01g060050.1.1	0	0	0	1827
821	Solyc01g060070.2.1	0	0	0	522
822	Solyc01g060080.2.1	0	0	0	2103
823	Solyc01g060090.1.1	0	0	0	477
824	Solyc01g060130.2.1	0	0	0	582
825	Solyc01g060140.2.1	0	0	0	2004
826	Solyc01g060150.2.1	0	0	0	462
827	Solyc01g060160.1.1	0	0	0	1014
828	Solyc01g060170.2.1	0	0	0	480
829	Solyc01g060180.2.1	0	0	0	1704
830	Solyc01g060190.1.1	0	0	0	969
831	Solyc01g060200.1.1	0	0	0	777
832	Solyc01g060210.2.1	0	0	0	570
833	Solyc01g060280.2.1	0	0	0	1548
834	Solyc01g060390.1.1	0	0	0	381
835	Solyc01g060410.2.1	0	0	0	2742
836	Solyc01g060470.2.1	0	0	0	1593
837	Solyc01g065490.2.1	0	0	0	960
838	Solyc01g065500.2.1	0	0	0	2979
839	Solyc01g065510.2.1	0	0	0	525
840	Solyc01g065530.2.1	0	0	0	1947
841	Solyc01g065540.2.1	0	0	0	2034
842	Solyc01g065550.2.1	0	0	0	654
843	Solyc01g065560.2.1	0	0	0	1176
844	Solyc01g065580.2.1	0	0	0	1863
845	Solyc01g065600.1.1	0	0	0	654
846	Solyc01g065610.1.1	0	0	0	327
847	Solyc01g065620.1.1	0	0	0	366
848	Solyc01g065630.1.1	0	0	0	189
849	Solyc01g065640.1.1	0	0	0	228
850	Solyc01g065710.2.1	0	0	0	351
851	Solyc01g065720.2.1	0	1	1	3321
852	Solyc01g065740.2.1	0	0	0	1524
853	Solyc01g065770.1.1	0	1	1	381
854	Solyc01g065780.1.1	0	0	0	198
855	Solyc01g065810.1.1	0	0	0	390
856	Solyc01g065840.2.1	0	0	0	1719
857	Solyc01g065980.2.1	0	0	0	765
858	Solyc01g066020.1.1	0	0	0	2466
859	Solyc01g066050.2.1	0	0	0	1602
860	Solyc01g066060.2.1	0	0	0	780
861	Solyc01g066180.1.1	0	0	0	831
862	Solyc01g066310.2.1	0	0	0	2487
863	Solyc01g066430.2.1	0	0	0	903
864	Solyc01g066440.2.1	0	0	0	555
865	Solyc01g066450.2.1	1	0	1	1008
866	Solyc01g066460.2.1	0	0	0	585
867	Solyc01g066480.2.1	0	0	0	780
868	Solyc01g066510.1.1	0	0	0	3360
869	Solyc01g066520.2.1	0	0	0	1518
870	Solyc01g066560.2.1	0	0	0	1488
871	Solyc01g066570.2.1	0	0	0	408
872	Solyc01g066590.2.1	0	0	0	360
873	Solyc01g066600.2.1	0	0	0	147
874	Solyc01g066610.2.1	0	0	0	4293
875	Solyc01g066620.2.1	0	0	0	2142
876	Solyc01g066640.2.1	0	0	0	1152
877	Solyc01g066690.2.1	0	0	0	1512
878	Solyc01g066720.2.1	0	0	0	294
879	Solyc01g066740.2.1	0	0	0	3966
880	Solyc01g066760.2.1	0	0	0	204
881	Solyc01g066770.2.1	0	0	0	1086
882	Solyc01g066820.2.1	0	0	0	2358
883	Solyc01g066830.2.1	0	0	0	1548
884	Solyc01g066840.2.1	0	0	0	249
885	Solyc01g066870.2.1	0	0	0	954
886	Solyc01g066900.2.1	0	0	0	447
887	Solyc01g066910.2.1	0	0	0	306
888	Solyc01g066940.2.1	0	0	0	666
889	Solyc01g067000.2.1	0	0	0	945
890	Solyc01g067010.2.1	0	0	0	1116
891	Solyc01g067030.2.1	0	0	0	1110
892	Solyc01g067040.1.1	0	0	0	2031
893	Solyc01g067070.2.1	0	0	0	996
894	Solyc01g067080.2.1	0	0	0	345
895	Solyc01g067090.2.1	0	0	0	2259
896	Solyc01g067100.2.1	0	0	0	2229
897	Solyc01g067180.2.1	0	0	0	351
898	Solyc01g067190.1.1	0	0	0	546
899	Solyc01g067200.1.1	0	0	0	579
900	Solyc01g067210.2.1	0	0	0	1710
901	Solyc01g067250.2.1	0	0	0	192
902	Solyc01g067260.2.1	0	0	0	630
903	Solyc01g067280.2.1	0	0	0	744
904	Solyc01g067290.2.1	0	0	0	1263
905	Solyc01g067360.2.1	0	0	0	804
906	Solyc01g067380.2.1	0	0	0	810
907	Solyc01g067390.2.1	0	0	0	3198
908	Solyc01g067400.2.1	0	0	0	1536
909	Solyc01g067480.2.1	0	0	0	1974
910	Solyc01g067490.2.1	0	0	0	1686
911	Solyc01g067500.2.1	0	0	0	1437
912	Solyc01g067510.2.1	0	0	0	1119
913	Solyc01g067530.2.1	0	0	0	2016
914	Solyc01g067550.2.1	0	0	0	1491
915	Solyc01g067560.2.1	0	0	0	3630
916	Solyc01g067570.2.1	0	0	0	666
917	Solyc01g067580.2.1	0	0	0	462
918	Solyc01g067590.2.1	0	0	0	1449
919	Solyc01g067600.2.1	0	0	0	4953
920	Solyc01g067610.2.1	0	0	0	234
921	Solyc01g067640.2.1	0	0	0	1743
922	Solyc01g067660.2.1	0	0	0	1608
923	Solyc01g067670.2.1	0	0	0	174
924	Solyc01g067680.2.1	0	0	0	750
925	Solyc01g067700.2.1	0	0	0	1104
926	Solyc01g067710.2.1	0	0	0	1614
927	Solyc01g067720.2.1	0	0	0	1245
928	Solyc01g067730.2.1	0	0	0	411
929	Solyc01g067740.2.1	0	0	0	459
930	Solyc01g067750.2.1	0	0	0	1638
931	Solyc01g067760.1.1	0	0	0	264
932	Solyc01g067790.2.1	0	0	0	3498
933	Solyc01g067800.2.1	0	0	0	1155
934	Solyc01g067830.2.1	0	0	0	600
935	Solyc01g067890.2.1	0	0	0	2160
936	Solyc01g067900.2.1	0	0	0	408
937	Solyc01g067930.2.1	0	0	0	633
938	Solyc01g067940.2.1	0	0	0	408
939	Solyc01g068000.2.1	0	0	0	1059
940	Solyc01g068020.2.1	0	0	0	714
941	Solyc01g068030.2.1	0	0	0	714
942	Solyc01g068050.2.1	0	0	0	1341
943	Solyc01g068060.2.1	0	0	0	360
944	Solyc01g068070.2.1	0	0	0	4149
945	Solyc01g068080.2.1	0	0	0	963
946	Solyc01g068090.1.1	0	0	0	306
947	Solyc01g068100.2.1	0	0	0	2985
948	Solyc01g068130.2.1	0	0	0	1458
949	Solyc01g068140.2.1	0	0	0	1398
950	Solyc01g068150.2.1	0	0	0	654
951	Solyc01g068160.2.1	0	0	0	1365
952	Solyc01g068170.2.1	0	0	0	1269
953	Solyc01g068180.2.1	0	0	0	2403
954	Solyc01g068190.2.1	0	0	0	267
955	Solyc01g068200.2.1	0	0	0	1578
956	Solyc01g068210.2.1	0	0	0	1905
957	Solyc01g068240.2.1	0	0	0	1602
958	Solyc01g068250.2.1	0	0	0	1251
959	Solyc01g068260.2.1	0	0	0	2952
960	Solyc01g068270.2.1	0	0	0	2154
961	Solyc01g068280.2.1	0	0	0	3648
962	Solyc01g068290.2.1	0	0	0	2124
963	Solyc01g068330.2.1	0	0	0	2466
964	Solyc01g068340.2.1	0	0	0	1548
965	Solyc01g068350.2.1	0	0	0	645
966	Solyc01g068360.2.1	1	0	1	2355
967	Solyc01g068370.2.1	0	0	0	1026
968	Solyc01g068390.2.1	0	0	0	2640
969	Solyc01g068400.2.1	1	0	1	231
970	Solyc01g068450.2.1	0	0	0	609
971	Solyc01g068460.2.1	0	0	0	2379
972	Solyc01g068470.2.1	0	0	0	1284
973	Solyc01g068480.2.1	0	0	0	4767
974	Solyc01g068490.2.1	0	0	0	2586
975	Solyc01g068500.2.1	0	0	0	2118
976	Solyc01g068510.1.1	0	0	0	513
977	Solyc01g068520.1.1	0	0	0	201
978	Solyc01g068530.2.1	0	0	0	453
979	Solyc01g068540.2.1	0	0	0	1308
980	Solyc01g068550.2.1	0	0	0	1059
981	Solyc01g068560.2.1	0	0	0	84
982	Solyc01g068580.2.1	0	1	1	867
983	Solyc01g068600.2.1	0	0	0	654
984	Solyc01g068610.2.1	0	0	0	3219
985	Solyc01g068620.2.1	0	0	0	873
986	Solyc01g068640.2.1	0	0	0	1815
987	Solyc01g073640.2.1	0	1	1	780
988	Solyc01g073650.2.1	0	0	0	939
989	Solyc01g073660.2.1	0	0	0	1368
990	Solyc01g073690.2.1	0	0	0	741
991	Solyc01g073700.2.1	0	0	0	1578
992	Solyc01g073730.2.1	0	0	0	1194
993	Solyc01g073740.2.1	0	1	1	1425
994	Solyc01g073750.2.1	0	0	0	5397
995	Solyc01g073760.2.1	0	0	0	141
996	Solyc01g073770.2.1	0	0	0	828
997	Solyc01g073870.2.1	0	0	0	1191
998	Solyc01g073900.2.1	0	0	0	588
999	Solyc01g073910.2.1	0	0	0	1098
1000	Solyc01g073920.2.1	0	0	0	1029
1001	Solyc01g073930.2.1	0	0	0	1077
1002	Solyc01g073940.2.1	0	0	0	870
1003	Solyc01g073950.2.1	0	0	0	2259
1004	Solyc01g073960.2.1	0	0	0	1284
1005	Solyc01g073970.2.1	0	0	0	411
1006	Solyc01g073980.1.1	0	0	0	1020
1007	Solyc01g074000.2.1	0	0	0	411
1008	Solyc01g074010.2.1	0	0	0	2082
1009	Solyc01g074020.2.1	0	0	0	1122
1010	Solyc01g074030.2.1	0	0	0	1554
1011	Solyc01g079060.2.1	0	0	0	633
1012	Solyc01g079070.2.1	0	0	0	729
1013	Solyc01g079080.2.1	0	0	0	2349
1014	Solyc01g079090.2.1	0	0	0	1677
1015	Solyc01g079100.2.1	0	0	0	1566
1016	Solyc01g079110.2.1	0	0	0	411
1017	Solyc01g079130.1.1	0	0	0	1419
1018	Solyc01g079210.2.1	0	0	0	1356
1019	Solyc01g079220.2.1	0	0	0	657
1020	Solyc01g079230.2.1	0	0	0	2772
1021	Solyc01g079240.2.1	0	0	0	1992
1022	Solyc01g079250.2.1	0	0	0	2172
1023	Solyc01g079260.2.1	0	0	0	963
1024	Solyc01g079310.2.1	0	1	1	1083
1025	Solyc01g079320.2.1	0	0	0	1458
1026	Solyc01g079330.2.1	0	0	0	2325
1027	Solyc01g079340.2.1	0	0	0	2199
1028	Solyc01g079350.2.1	0	0	0	1620
1029	Solyc01g079360.2.1	0	0	0	723
1030	Solyc01g079370.2.1	0	0	0	2535
1031	Solyc01g079390.2.1	0	0	0	2490
1032	Solyc01g079400.2.1	0	0	0	1626
1033	Solyc01g079410.2.1	0	0	0	981
1034	Solyc01g079420.2.1	0	0	0	402
1035	Solyc01g079430.2.1	0	0	0	1332
1036	Solyc01g079450.2.1	0	0	0	2937
1037	Solyc01g079480.2.1	0	0	0	435
1038	Solyc01g079490.2.1	0	0	0	2334
1039	Solyc01g079500.2.1	0	0	0	2157
1040	Solyc01g079510.2.1	0	0	0	5004
1041	Solyc01g079520.2.1	0	0	0	3939
1042	Solyc01g079530.2.1	0	0	0	666
1043	Solyc01g079540.2.1	1	0	1	582
1044	Solyc01g079570.2.1	0	0	0	2325
1045	Solyc01g079580.2.1	0	0	0	1851
1046	Solyc01g079590.2.1	0	0	0	642
1047	Solyc01g079600.2.1	0	0	0	2196
1048	Solyc01g079610.2.1	0	0	0	1038
1049	Solyc01g079620.2.1	0	0	0	1017
1050	Solyc01g079630.2.1	0	0	0	1128
1051	Solyc01g079640.2.1	0	0	0	834
1052	Solyc01g079650.2.1	0	0	0	1689
1053	Solyc01g079680.2.1	0	0	0	1653
1054	Solyc01g079690.2.1	0	0	0	2988
1055	Solyc01g079700.2.1	0	0	0	456
1056	Solyc01g079710.2.1	0	0	0	1083
1057	Solyc01g079720.2.1	0	0	0	1794
1058	Solyc01g079740.2.1	0	0	0	942
1059	Solyc01g079750.2.1	0	0	0	2067
1060	Solyc01g079760.2.1	0	0	0	963
1061	Solyc01g079770.2.1	0	0	0	861
1062	Solyc01g079780.2.1	0	0	0	585
1063	Solyc01g079790.2.1	0	0	0	1548
1064	Solyc01g079800.2.1	0	0	0	1380
1065	Solyc01g079810.2.1	0	0	0	1062
1066	Solyc01g079820.2.1	0	1	1	573
1067	Solyc01g079830.2.1	0	0	0	390
1068	Solyc01g079840.2.1	0	0	0	1347
1069	Solyc01g079850.2.1	0	0	0	1356
1070	Solyc01g079860.2.1	0	0	0	969
1071	Solyc01g079870.2.1	0	0	0	777
1072	Solyc01g079880.2.1	0	1	1	711
1073	Solyc01g079930.1.1	0	0	0	1302
1074	Solyc01g079950.2.1	0	0	0	1287
1075	Solyc01g079960.2.1	0	0	0	1326
1076	Solyc01g079980.2.1	1	0	1	1314
1077	Solyc01g080010.2.1	0	0	0	1317
1078	Solyc01g080020.2.1	0	0	0	1254
1079	Solyc01g080070.2.1	0	0	0	1278
1080	Solyc01g080080.2.1	0	1	1	471
1081	Solyc01g080090.2.1	0	0	0	516
1082	Solyc01g080110.2.1	0	0	0	825
1083	Solyc01g080130.2.1	0	0	0	1848
1084	Solyc01g080140.2.1	0	0	0	1029
1085	Solyc01g080160.2.1	0	0	0	1506
1086	Solyc01g080170.2.1	0	0	0	1263
1087	Solyc01g080180.2.1	0	0	0	714
1088	Solyc01g080190.2.1	0	0	0	2103
1089	Solyc01g080200.2.1	0	0	0	3957
1090	Solyc01g080210.2.1	0	0	0	1023
1091	Solyc01g080240.2.1	0	0	0	1698
1092	Solyc01g080250.2.1	0	0	0	1224
1093	Solyc01g080270.2.1	0	0	0	1707
1094	Solyc01g080280.2.1	0	0	0	1299
1095	Solyc01g080290.2.1	0	0	0	495
1096	Solyc01g080300.2.1	0	0	0	1158
1097	Solyc01g080310.2.1	0	0	0	1989
1098	Solyc01g080330.2.1	0	0	0	741
1099	Solyc01g080340.2.1	0	0	0	1275
1100	Solyc01g080350.2.1	0	0	0	1023
1101	Solyc01g080360.2.1	0	0	0	1878
1102	Solyc01g080370.2.1	0	0	0	1143
1103	Solyc01g080400.2.1	0	0	0	1245
1104	Solyc01g080430.2.1	0	0	0	2574
1105	Solyc01g080450.2.1	0	0	0	1653
1106	Solyc01g080460.2.1	0	0	0	2898
1107	Solyc01g080470.2.1	0	0	0	666
1108	Solyc01g080500.2.1	0	0	0	639
1109	Solyc01g080510.2.1	0	0	0	990
1110	Solyc01g080530.2.1	0	0	0	888
1111	Solyc01g080540.2.1	1	0	1	456
1112	Solyc01g080570.2.1	0	0	0	2625
1113	Solyc01g080580.2.1	0	0	0	2433
1114	Solyc01g080590.2.1	0	0	0	261
1115	Solyc01g080600.2.1	0	0	0	411
1116	Solyc01g080620.2.1	0	0	0	2664
1117	Solyc01g080640.2.1	0	0	0	4497
1118	Solyc01g080650.2.1	0	0	0	174
1119	Solyc01g080660.2.1	0	0	0	501
1120	Solyc01g080670.2.1	0	0	0	2283
1121	Solyc01g080690.2.1	0	0	0	1410
1122	Solyc01g080700.2.1	0	0	0	2406
1123	Solyc01g080720.2.1	0	0	0	2781
1124	Solyc01g080750.2.1	0	0	0	891
1125	Solyc01g080760.2.1	0	0	0	1998
1126	Solyc01g080770.2.1	1	0	1	2883
1127	Solyc01g080780.2.1	0	0	0	3309
1128	Solyc01g080790.2.1	0	0	0	681
1129	Solyc01g080810.2.1	0	0	0	3333
1130	Solyc01g080830.2.1	0	0	0	543
1131	Solyc01g080840.2.1	0	0	0	3057
1132	Solyc01g080850.2.1	0	0	0	2628
1133	Solyc01g080860.2.1	0	0	0	1323
1134	Solyc01g080880.2.1	0	1	1	1479
1135	Solyc01g080890.2.1	0	0	0	246
1136	Solyc01g080900.2.1	0	0	0	1494
1137	Solyc01g080910.2.1	0	0	0	993
1138	Solyc01g080930.2.1	0	0	0	1152
1139	Solyc01g080940.2.1	0	0	0	1008
1140	Solyc01g081000.2.1	0	0	0	954
1141	Solyc01g081010.2.1	0	0	0	2091
1142	Solyc01g081020.1.1	0	0	0	1875
1143	Solyc01g081030.2.1	0	0	0	1857
1144	Solyc01g081050.2.1	0	0	0	3621
1145	Solyc01g081070.2.1	0	0	0	2295
1146	Solyc01g081110.2.1	0	0	0	1824
1147	Solyc01g081120.2.1	0	0	0	411
1148	Solyc01g081150.2.1	0	0	0	435
1149	Solyc01g081190.2.1	0	0	0	501
1150	Solyc01g081200.2.1	0	0	0	375
1151	Solyc01g081210.2.1	0	0	0	1185
1152	Solyc01g081240.2.1	0	0	0	2022
1153	Solyc01g081290.2.1	0	0	0	4041
1154	Solyc01g081300.2.1	0	0	0	1188
1155	Solyc01g081310.2.1	0	0	0	678
1156	Solyc01g081320.2.1	0	0	0	1557
1157	Solyc01g081330.2.1	0	0	0	1305
1158	Solyc01g081340.2.1	0	0	0	1086
1159	Solyc01g081380.2.1	0	0	0	996
1160	Solyc01g081390.2.1	0	0	0	1269
1161	Solyc01g081400.2.1	0	0	0	504
1162	Solyc01g081410.2.1	0	0	0	1347
1163	Solyc01g081420.1.1	0	0	0	660
1164	Solyc01g081430.2.1	0	0	0	5844
1165	Solyc01g081440.2.1	0	0	0	1293
1166	Solyc01g081460.2.1	0	0	0	942
1167	Solyc01g081470.2.1	0	1	1	879
1168	Solyc01g081480.2.1	0	0	0	969
1169	Solyc01g081490.2.1	0	0	0	1842
1170	Solyc01g081500.2.1	0	0	0	1200
1171	Solyc01g081510.2.1	0	0	0	909
1172	Solyc01g081520.2.1	0	0	0	1824
1173	Solyc01g081540.2.1	0	0	0	4704
1174	Solyc01g081560.2.1	0	0	0	3117
1175	Solyc01g081570.2.1	1	0	1	1278
1176	Solyc01g081610.2.1	1	0	1	1728
1177	Solyc01g081640.2.1	0	0	0	1884
1178	Solyc01g086640.2.1	0	0	0	1650
1179	Solyc01g086650.2.1	0	0	0	1131
1180	Solyc01g086690.2.1	0	0	0	2007
1181	Solyc01g086710.2.1	0	0	0	3291
1182	Solyc01g086740.2.1	0	0	0	1332
1183	Solyc01g086750.2.1	0	1	1	4269
1184	Solyc01g086800.2.1	0	0	0	258
